Attrition,Gender,Age,MaritalStatus,EducationField,Level of Education,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,BusinessTravel,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance
No,Male,33,Divorced,Human Resources,2,2277,3,3,1,Yes,11,3,Travel_Rarely,1,4,3,0,3,4,3,2,3,4
Yes,Male,32,Single,Life Sciences,4,2795,25,1,1,Yes,24,4,Travel_Rarely,0,1,0,0,1,1,3,4,3,1
No,Female,29,Divorced,Medical,1,2532,7,6,1,No,14,3,Travel_Rarely,3,4,3,0,3,1,2,4,3,3
No,Male,44,Married,Life Sciences,2,2559,9,1,1,Yes,13,3,Travel_Rarely,0,8,7,7,1,2,3,1,4,3
No,Male,28,Single,Medical,4,4908,5,1,2,No,14,3,Travel_Rarely,0,4,2,0,2,1,3,4,2,3
Yes,Male,58,Divorced,Life Sciences,1,2380,2,9,1,Yes,14,3,Travel_Frequently,1,1,0,0,0,4,2,4,4,2
No,Female,43,Divorced,Life Sciences,3,4765,8,4,2,No,21,4,Travel_Rarely,1,1,0,0,0,1,3,2,3,4
Yes,Female,20,Single,Medical,3,2044,2,1,1,No,13,3,Travel_Rarely,0,2,2,0,2,3,2,3,4,2
Yes,Female,21,Single,Other,1,2693,18,1,1,No,19,3,Travel_Rarely,0,1,0,0,0,4,3,4,1,2
No,Male,36,Married,Life Sciences,1,6586,14,0,2,Yes,17,3,Travel_Rarely,1,16,8,4,11,3,3,4,1,2
No,Female,47,Single,Life Sciences,4,3294,2,1,1,Yes,18,3,Travel_Rarely,0,3,2,1,2,4,2,4,1,2
Yes,Female,22,Married,Life Sciences,1,4171,3,0,2,Yes,19,3,Travel_Rarely,1,3,2,0,2,2,3,3,1,4
Yes,Female,41,Divorced,Life Sciences,4,2778,2,4,1,Yes,13,3,Travel_Rarely,1,7,7,1,0,2,1,4,3,2
No,Female,28,Divorced,Medical,3,2377,9,5,1,No,18,3,Travel_Rarely,1,2,2,2,2,3,3,3,2,3
Yes,Male,39,Married,Medical,3,2404,6,7,1,Yes,21,4,Travel_Rarely,0,2,2,2,2,4,3,1,4,1
No,Female,27,Single,Life Sciences,3,2318,4,1,1,No,19,3,Travel_Rarely,0,1,1,0,0,2,3,3,3,3
No,Male,34,Divorced,Life Sciences,3,2008,10,1,1,No,14,3,Travel_Rarely,2,1,0,1,0,2,3,2,2,3
No,Female,42,Single,Medical,2,6244,14,7,2,No,17,3,Travel_Rarely,0,5,4,0,3,3,2,3,1,3
No,Male,33,Single,Other,4,2799,1,3,1,Yes,11,3,Travel_Rarely,0,3,2,0,2,3,2,1,2,3
No,Female,58,Divorced,Technical Degree,3,10552,5,2,3,Yes,13,3,Travel_Rarely,1,6,0,0,4,3,2,2,4,3
No,Male,31,Married,Life Sciences,4,2329,7,3,1,No,15,3,Travel_Rarely,0,7,7,5,2,2,2,3,2,4
No,Female,35,Married,Life Sciences,1,4014,21,1,2,Yes,25,4,Travel_Rarely,1,10,6,0,7,4,3,4,4,1
No,Female,49,Married,Other,2,7403,8,4,3,No,11,3,Travel_Rarely,1,26,9,1,7,1,3,2,3,2
No,Male,48,Married,Medical,4,2259,20,4,1,No,17,3,Travel_Rarely,2,0,0,0,0,4,3,3,1,2
No,Female,31,Married,Marketing,2,6932,20,1,2,No,13,3,Non-Travel,1,9,8,0,0,4,3,3,4,2
No,Male,36,Single,Other,4,4678,7,2,1,No,18,3,Travel_Rarely,0,6,2,0,1,2,3,4,3,3
No,Female,38,Married,Technical Degree,3,13582,1,1,3,No,13,3,Travel_Rarely,1,15,12,5,11,4,3,1,2,3
No,Female,32,Married,Life Sciences,3,2332,1,6,1,No,20,4,Non-Travel,0,3,0,0,2,3,2,2,3,3
Yes,Male,25,Married,Marketing,2,2413,19,1,1,Yes,18,3,Travel_Rarely,3,1,0,0,0,3,2,2,3,3
No,Male,40,Divorced,Marketing,4,9705,10,2,3,No,12,3,Travel_Rarely,1,1,0,0,0,1,2,2,2,2
No,Male,26,Single,Medical,3,4294,1,1,2,No,12,3,Travel_Frequently,0,7,7,0,7,3,2,1,2,3
No,Male,41,Single,Medical,3,4721,6,2,1,Yes,13,3,Travel_Rarely,0,18,13,2,17,4,3,1,3,3
No,Male,36,Single,Medical,4,2519,2,4,1,No,21,4,Travel_Rarely,0,11,8,3,9,3,3,3,3,3
Yes,Male,19,Single,Other,3,2121,21,1,1,Yes,13,3,Travel_Rarely,0,1,0,0,0,4,2,2,2,4
Yes,Male,20,Single,Technical Degree,3,2973,4,1,1,No,19,3,Travel_Rarely,0,1,0,0,0,1,3,1,2,3
No,Female,31,Married,Medical,3,5855,12,0,2,Yes,11,3,Travel_Rarely,2,9,7,8,5,4,3,4,3,1
No,Male,40,Divorced,Medical,4,3617,9,8,1,Yes,14,3,Travel_Frequently,1,1,1,0,0,4,3,2,4,3
No,Female,32,Married,Medical,4,6725,3,1,2,No,12,3,Travel_Rarely,1,8,7,6,3,3,3,1,3,4
Yes,Male,36,Married,Life Sciences,1,10325,3,1,3,Yes,11,3,Travel_Rarely,1,16,7,3,7,3,2,4,1,3
No,Female,33,Single,Life Sciences,3,6949,1,0,2,No,14,3,Travel_Rarely,0,5,0,1,4,2,2,4,1,3
Yes,Male,37,Married,Life Sciences,4,10609,1,5,3,No,11,3,Travel_Rarely,0,14,1,11,7,1,2,3,3,1
No,Male,45,Married,Life Sciences,2,4447,4,1,2,No,12,3,Non-Travel,0,9,7,0,8,3,3,2,2,2
No,Female,29,Married,Technical Degree,3,2157,20,1,1,No,15,3,Travel_Frequently,1,3,1,0,2,3,3,4,2,3
No,Female,35,Married,Medical,3,4601,18,1,2,No,16,3,Travel_Rarely,0,5,2,1,0,3,3,3,2,3
No,Male,52,Married,Life Sciences,2,17099,1,2,4,No,15,3,Travel_Rarely,1,9,8,7,8,4,3,4,2,2
Yes,Male,58,Single,Technical Degree,3,2479,2,4,1,No,24,4,Travel_Rarely,0,1,0,0,0,4,3,3,1,3
No,Male,53,Divorced,Medical,2,14852,2,6,4,No,13,3,Travel_Rarely,1,17,13,15,2,3,3,3,3,4
No,Male,30,Divorced,Other,2,7264,8,5,3,No,11,3,Travel_Rarely,1,8,4,7,7,3,3,3,1,4
No,Female,38,Single,Technical Degree,3,5666,10,1,2,Yes,13,3,Non-Travel,0,5,3,1,3,3,3,4,2,3
No,Male,35,Divorced,Life Sciences,4,7823,3,6,3,No,13,3,Travel_Rarely,1,10,9,0,8,4,3,4,2,3
No,Male,39,Single,Life Sciences,5,7880,2,0,3,No,18,3,Travel_Rarely,0,8,7,0,7,1,4,3,4,3
Yes,Female,40,Single,Life Sciences,3,13194,24,4,4,Yes,16,3,Non-Travel,0,1,0,0,0,2,4,2,4,2
No,Male,47,Divorced,Medical,4,5067,16,1,2,Yes,19,3,Travel_Frequently,0,19,10,2,7,3,4,3,3,4
No,Male,36,Divorced,Technical Degree,4,5079,8,4,2,No,13,3,Non-Travel,2,7,7,0,7,1,3,4,4,3
Yes,Male,31,Single,Medical,2,2321,9,0,1,Yes,22,4,Non-Travel,0,3,2,1,2,3,2,1,1,3
No,Male,33,Single,Life Sciences,3,17444,17,1,4,No,11,3,Non-Travel,0,10,8,6,0,4,3,3,4,3
Yes,Female,29,Single,Life Sciences,3,2404,10,6,1,Yes,20,4,Travel_Rarely,0,0,0,0,0,4,2,1,3,3
No,Female,33,Single,Life Sciences,1,3452,13,3,1,No,18,3,Travel_Rarely,0,3,2,0,2,2,3,4,1,3
No,Female,45,Divorced,Medical,4,2270,1,3,1,No,14,3,Travel_Rarely,2,5,3,0,2,4,3,4,4,3
No,Male,50,Divorced,Medical,2,17399,1,9,4,No,22,4,Travel_Rarely,1,5,4,1,3,4,3,4,3,2
No,Female,33,Married,Other,4,5488,1,1,2,Yes,13,3,Travel_Frequently,1,6,5,1,2,3,4,2,1,3
No,Male,41,Divorced,Medical,3,19419,9,2,5,No,17,3,Travel_Frequently,1,18,16,0,11,1,3,3,2,4
No,Female,27,Married,Technical Degree,4,2811,16,9,1,No,14,3,Travel_Rarely,1,2,2,2,2,3,3,2,2,3
No,Male,45,Married,Life Sciences,2,3633,23,1,2,Yes,15,3,Non-Travel,1,9,8,0,8,4,3,1,3,3
No,Female,47,Single,Life Sciences,2,4163,4,1,2,Yes,17,3,Travel_Rarely,0,9,0,0,7,4,3,4,3,3
Yes,Female,30,Married,Life Sciences,3,2132,22,4,1,Yes,11,3,Travel_Rarely,0,5,2,0,1,1,3,3,2,3
No,Male,50,Married,Life Sciences,3,13973,24,3,4,Yes,18,3,Travel_Rarely,1,12,11,1,5,4,3,3,4,3
No,Male,38,Married,Medical,1,2684,10,0,1,No,17,3,Travel_Frequently,1,2,1,0,2,3,3,3,2,2
No,Male,46,Divorced,Medical,2,10845,7,6,3,No,13,3,Travel_Rarely,1,8,7,0,7,4,3,3,2,3
No,Female,24,Divorced,Medical,1,4377,17,1,2,No,15,3,Travel_Rarely,2,4,2,3,2,4,2,3,2,3
Yes,Male,35,Divorced,Other,4,3743,14,1,1,Yes,24,4,Travel_Rarely,1,4,2,0,2,3,2,2,4,1
No,Female,31,Married,Life Sciences,1,4148,1,1,2,No,12,3,Travel_Frequently,1,4,3,0,3,3,3,1,3,3
No,Male,18,Single,Life Sciences,2,1051,5,1,1,No,15,3,Non-Travel,0,0,0,0,0,2,3,4,4,3
No,Female,54,Married,Technical Degree,3,10739,17,8,3,No,11,3,Travel_Rarely,1,10,7,0,8,3,3,3,3,3
No,Female,35,Divorced,Medical,4,10388,25,1,3,Yes,11,3,Travel_Rarely,1,16,10,10,1,3,3,3,3,2
No,Female,30,Married,Life Sciences,2,11416,8,0,3,Yes,12,3,Travel_Rarely,3,8,7,1,7,2,4,1,3,2
Yes,Female,20,Single,Medical,3,2600,11,1,1,Yes,15,3,Travel_Rarely,0,1,0,0,0,4,2,1,1,3
Yes,Female,30,Single,Medical,3,2422,5,0,1,No,17,3,Travel_Frequently,0,3,2,1,2,2,3,2,1,3
No,Male,26,Married,Medical,2,5472,2,1,2,No,12,3,Travel_Rarely,0,8,7,1,3,4,4,4,2,3
No,Male,22,Married,Life Sciences,1,2451,8,1,1,No,15,3,Travel_Rarely,1,4,3,1,1,2,1,1,1,2
No,Male,48,Single,Life Sciences,3,4240,6,2,2,No,13,3,Travel_Rarely,0,2,2,2,2,1,2,3,4,3
No,Male,48,Single,Life Sciences,4,10999,4,7,3,No,14,3,Travel_Rarely,0,15,11,4,8,3,2,3,2,3
No,Female,41,Single,Medical,2,5003,7,6,2,No,14,3,Travel_Rarely,0,2,2,2,1,4,3,3,2,3
No,Female,39,Married,Life Sciences,1,12742,1,1,4,No,16,3,Travel_Rarely,1,21,6,11,8,4,2,4,3,3
No,Female,27,Married,Life Sciences,4,4227,2,0,2,No,18,3,Travel_Rarely,1,3,2,2,2,1,3,4,2,3
No,Male,35,Divorced,Other,3,3917,10,1,1,No,20,4,Travel_Rarely,1,3,2,1,2,2,3,4,1,2
No,Male,42,Married,Marketing,2,18303,5,6,5,No,13,3,Travel_Rarely,0,1,0,0,0,4,3,3,2,4
No,Male,50,Married,Life Sciences,3,2380,9,4,1,No,18,3,Travel_Rarely,0,1,0,0,0,1,3,4,2,3
No,Female,59,Single,Life Sciences,3,13726,2,3,4,Yes,13,3,Travel_Rarely,0,5,3,4,3,3,2,4,1,3
Yes,Female,37,Married,Medical,2,4777,11,5,2,No,15,3,Travel_Rarely,0,1,0,0,0,1,1,2,1,1
No,Male,55,Married,Medical,4,6385,18,3,2,Yes,14,3,Travel_Frequently,2,8,7,6,7,3,3,2,4,3
No,Female,41,Divorced,Life Sciences,1,19973,7,1,5,No,22,4,Non-Travel,2,21,16,5,10,2,1,3,2,3
No,Male,38,Single,Life Sciences,4,6861,3,8,2,Yes,12,3,Travel_Rarely,0,1,0,0,0,2,3,4,3,3
Yes,Male,26,Single,Medical,2,4969,29,8,2,No,18,3,Non-Travel,0,2,2,2,2,2,1,1,4,3
Yes,Female,52,Married,Marketing,1,19845,2,1,5,No,15,3,Travel_Rarely,1,32,14,6,9,1,1,4,4,3
No,Female,44,Married,Medical,3,13320,28,3,4,Yes,18,3,Travel_Rarely,1,12,11,11,11,4,4,4,3,3
No,Female,50,Married,Life Sciences,3,6347,1,0,2,No,12,3,Non-Travel,1,18,7,0,13,4,3,3,1,3
Yes,Female,36,Single,Life Sciences,4,2743,16,1,1,No,16,3,Travel_Rarely,0,17,13,15,14,3,4,1,3,3
No,Female,39,Single,Medical,3,10880,22,1,3,Yes,13,3,Travel_Frequently,0,21,6,2,8,4,3,1,3,3
No,Female,33,Single,Life Sciences,1,2342,8,0,1,No,19,3,Non-Travel,0,2,2,2,2,2,2,4,4,2
No,Female,45,Married,Life Sciences,2,17650,11,3,4,No,13,3,Travel_Rarely,1,9,3,1,1,4,3,4,2,4
No,Female,32,Single,Medical,4,4025,29,9,1,No,12,3,Non-Travel,0,8,7,7,7,4,3,3,2,3
No,Male,34,Divorced,Marketing,4,9725,1,0,2,No,11,3,Travel_Rarely,1,15,1,0,9,2,4,4,4,2
No,Male,59,Married,Technical Degree,2,11904,1,3,3,Yes,14,3,Travel_Rarely,1,6,4,0,4,2,3,4,3,1
No,Male,45,Single,Medical,4,2177,24,1,1,No,16,3,Travel_Rarely,0,6,3,0,4,2,3,2,1,3
No,Female,53,Married,Marketing,3,7525,2,2,3,No,12,3,Travel_Frequently,1,15,7,6,12,3,2,2,1,3
Yes,Male,36,Divorced,Other,3,4834,15,7,2,No,14,3,Travel_Rarely,1,1,0,0,0,1,3,3,2,2
Yes,Male,26,Married,Life Sciences,3,2042,2,6,1,Yes,14,3,Travel_Frequently,1,3,2,1,2,1,3,1,2,3
No,Female,34,Married,Life Sciences,4,2220,10,1,1,Yes,19,3,Travel_Rarely,1,1,1,0,0,3,3,3,4,3
No,Male,28,Married,Medical,1,1052,10,1,1,No,22,4,Travel_Rarely,0,1,0,0,0,4,3,2,2,3
No,Male,38,Married,Other,4,2821,3,3,1,No,16,3,Travel_Frequently,1,2,2,2,2,3,3,3,1,3
No,Male,50,Married,Medical,4,19237,2,2,5,Yes,11,3,Travel_Rarely,1,8,1,7,7,2,3,3,4,2
No,Female,37,Single,Other,3,4107,3,3,2,No,15,3,Travel_Rarely,0,4,3,0,1,4,3,2,1,2
No,Male,40,Married,Marketing,3,8396,26,1,2,No,14,3,Travel_Rarely,1,7,7,7,5,3,3,1,2,2
No,Female,26,Divorced,Medical,1,2007,1,1,1,No,13,3,Travel_Frequently,2,5,3,1,3,1,2,3,3,3
No,Male,46,Divorced,Medical,4,19627,1,9,5,No,17,3,Travel_Rarely,2,2,2,2,2,4,3,4,4,3
No,Female,54,Married,Life Sciences,4,10686,2,6,3,No,11,3,Travel_Rarely,1,9,4,7,0,3,2,3,2,3
No,Female,56,Married,Medical,3,2942,9,2,1,No,19,3,Travel_Frequently,1,5,4,0,3,1,3,3,2,3
No,Female,36,Single,Medical,5,8858,12,0,3,No,11,3,Travel_Rarely,0,14,8,7,8,4,2,4,2,2
No,Male,55,Single,Medical,1,16756,2,7,4,No,15,3,Non-Travel,0,9,7,6,2,3,2,1,2,4
No,Male,43,Divorced,Medical,3,10798,25,5,3,No,13,3,Travel_Rarely,1,1,0,0,0,3,2,4,3,3
Yes,Female,20,Single,Marketing,3,2323,9,1,1,Yes,14,3,Travel_Frequently,0,2,2,0,2,4,3,4,2,3
Yes,Female,21,Single,Life Sciences,3,1416,10,1,1,No,13,3,Travel_Rarely,0,1,0,1,0,3,2,1,1,2
No,Female,46,Divorced,Life Sciences,4,4615,8,8,2,Yes,23,4,Travel_Rarely,3,16,13,1,7,4,2,1,1,3
Yes,Male,51,Married,Life Sciences,4,2461,4,9,1,Yes,12,3,Travel_Rarely,3,10,0,2,7,1,3,3,3,4
Yes,Male,28,Single,Technical Degree,2,8722,24,1,3,No,12,3,Non-Travel,0,10,7,1,9,2,2,1,1,2
No,Male,26,Married,Medical,2,3955,1,1,1,No,16,3,Travel_Rarely,2,5,3,1,3,1,2,1,1,3
No,Male,30,Married,Other,3,9957,20,0,2,No,15,3,Travel_Rarely,1,6,2,0,2,3,3,1,3,2
No,Female,41,Married,Technical Degree,2,3376,7,1,1,No,13,3,Travel_Rarely,0,10,6,0,8,2,4,3,3,3
No,Female,38,Married,Life Sciences,1,8823,17,0,3,No,18,3,Travel_Rarely,1,19,9,1,9,3,2,3,1,2
No,Male,40,Married,Technical Degree,4,10322,20,4,3,No,20,4,Travel_Rarely,1,11,10,11,1,1,3,4,4,3
No,Male,27,Married,Life Sciences,5,4621,8,1,1,No,19,3,Non-Travel,3,3,2,1,2,1,1,3,4,3
No,Male,55,Married,Life Sciences,1,10976,2,3,3,No,18,3,Travel_Frequently,1,3,2,1,2,4,3,2,2,3
No,Female,28,Single,Other,3,3660,10,3,2,No,13,3,Travel_Rarely,0,8,7,1,7,3,3,3,4,4
Yes,Male,44,Married,Medical,2,10482,1,9,3,No,14,3,Travel_Rarely,1,20,6,3,6,2,2,1,4,3
No,Male,33,Divorced,Life Sciences,3,7119,5,4,3,No,15,3,Travel_Rarely,1,3,2,1,2,4,2,4,3,3
Yes,Male,35,Single,Technical Degree,3,9582,4,0,3,Yes,22,4,Travel_Rarely,0,8,7,4,7,4,3,1,1,3
Yes,Female,33,Single,Medical,4,4508,29,1,2,No,22,4,Travel_Frequently,0,13,7,3,8,1,2,3,2,3
No,Male,28,Divorced,Life Sciences,2,2207,15,1,1,No,16,3,Travel_Rarely,1,4,2,2,2,1,3,3,4,2
No,Male,34,Single,Life Sciences,1,7756,3,0,2,No,17,3,Travel_Frequently,0,6,2,0,4,1,3,4,3,2
No,Female,37,Divorced,Life Sciences,4,6694,10,2,2,Yes,14,3,Travel_Rarely,3,1,0,0,0,4,2,4,3,3
Yes,Male,25,Married,Technical Degree,1,3691,4,1,1,Yes,15,3,Travel_Rarely,1,7,7,5,6,4,3,4,2,4
Yes,Male,26,Divorced,Medical,3,2377,21,1,1,No,20,4,Travel_Rarely,1,1,1,0,0,1,3,3,3,2
Yes,Male,33,Single,Medical,3,2313,25,4,1,Yes,20,4,Travel_Rarely,0,2,2,2,2,1,2,2,2,3
No,Male,42,Married,Medical,2,17665,2,0,4,No,17,3,Travel_Rarely,1,22,6,13,7,4,3,1,4,3
Yes,Male,28,Divorced,Medical,3,2596,1,1,1,No,15,3,Travel_Frequently,2,1,0,0,0,1,2,2,1,3
Yes,Male,50,Single,Other,4,4728,1,3,2,Yes,14,3,Travel_Frequently,0,0,0,0,0,4,3,3,4,3
No,Female,33,Married,Life Sciences,3,4302,7,0,2,No,17,3,Travel_Frequently,1,3,2,0,2,4,3,2,3,3
No,Male,34,Married,Life Sciences,4,2979,3,3,1,No,17,3,Non-Travel,3,0,0,0,0,3,2,4,4,3
No,Male,48,Single,Medical,4,16885,1,2,4,No,22,4,Non-Travel,0,5,4,2,1,1,4,4,3,2
No,Female,45,Married,Life Sciences,4,5593,9,1,2,No,13,3,Non-Travel,1,15,10,4,12,2,2,3,4,3
No,Male,52,Single,Life Sciences,4,10445,7,7,3,No,19,3,Travel_Rarely,0,8,6,4,0,2,3,2,4,3
No,Male,38,Divorced,Marketing,4,8740,10,0,3,Yes,14,3,Travel_Rarely,2,8,7,2,7,3,2,3,2,3
No,Female,29,Divorced,Life Sciences,4,2514,28,4,1,No,22,4,Travel_Rarely,1,7,5,1,7,3,3,4,1,3
No,Female,28,Divorced,Medical,3,7655,3,0,3,No,17,3,Travel_Rarely,3,9,7,1,7,4,3,2,2,2
No,Male,46,Married,Marketing,1,17465,3,3,4,No,12,3,Travel_Rarely,1,12,9,4,9,1,3,3,4,3
No,Male,38,Single,Marketing,2,7351,2,7,3,No,16,3,Travel_Rarely,0,1,0,0,0,4,3,2,3,3
No,Female,43,Married,Life Sciences,3,10820,27,8,3,No,11,3,Travel_Frequently,1,8,7,0,1,3,3,1,3,3
Yes,Male,39,Divorced,Life Sciences,3,12169,2,7,4,No,11,3,Travel_Frequently,3,18,7,11,5,1,3,4,4,3
No,Male,40,Single,Medical,3,19626,14,1,5,No,14,3,Travel_Rarely,0,20,7,4,9,3,2,3,1,4
No,Female,21,Single,Technical Degree,1,2070,1,1,1,Yes,11,3,Travel_Rarely,0,2,2,2,2,4,2,2,3,4
No,Male,39,Single,Life Sciences,3,6782,9,9,2,No,15,3,Non-Travel,0,5,4,0,3,3,3,2,3,2
No,Male,36,Single,Life Sciences,4,7779,18,2,2,No,20,4,Non-Travel,0,11,9,0,9,1,3,4,1,3
No,Male,31,Married,Life Sciences,3,2791,20,0,1,No,12,3,Travel_Frequently,1,2,2,2,2,3,4,4,1,3
No,Male,28,Married,Life Sciences,1,3201,2,0,1,No,17,3,Travel_Rarely,0,5,3,0,4,1,2,2,1,1
No,Male,35,Divorced,Marketing,2,4968,11,1,2,No,11,3,Travel_Frequently,1,5,2,0,2,4,3,4,4,3
No,Male,49,Married,Technical Degree,4,13120,8,6,4,No,17,3,Travel_Rarely,1,9,8,2,3,4,2,2,2,3
No,Male,34,Single,Life Sciences,2,4033,2,2,2,No,11,3,Travel_Frequently,0,3,2,0,2,4,3,3,4,2
No,Female,29,Divorced,Life Sciences,3,3291,10,0,1,No,14,3,Travel_Frequently,2,7,5,1,1,4,3,2,4,2
No,Male,42,Single,Medical,3,4272,29,4,2,No,19,3,Travel_Rarely,0,1,0,0,0,2,1,4,1,3
No,Male,29,Married,Medical,1,5056,8,1,2,Yes,15,3,Travel_Rarely,1,10,7,1,2,2,2,4,3,2
No,Male,38,Married,Human Resources,3,2844,1,1,1,No,13,3,Travel_Rarely,1,7,6,5,0,3,4,3,4,4
No,Male,28,Divorced,Life Sciences,3,2703,6,1,1,Yes,14,3,Travel_Frequently,1,3,1,0,2,3,2,3,4,3
Yes,Male,18,Single,Medical,1,1904,8,1,1,No,12,3,Non-Travel,0,0,0,0,0,3,3,3,4,3
Yes,Female,33,Single,Marketing,4,8224,9,0,2,Yes,17,3,Travel_Rarely,0,5,2,0,3,1,3,1,1,3
No,Male,41,Married,Life Sciences,4,4766,12,3,1,Yes,11,3,Travel_Rarely,1,1,0,0,0,2,3,4,1,3
Yes,Male,31,Married,Medical,3,2610,15,1,1,No,12,3,Travel_Frequently,1,2,2,2,2,3,3,3,3,2
No,Female,37,Divorced,Medical,2,5731,25,7,2,No,13,3,Travel_Rarely,2,6,2,1,3,3,2,4,3,3
No,Male,27,Married,Life Sciences,3,2539,6,1,1,No,13,3,Travel_Rarely,1,4,2,2,2,4,2,3,3,3
No,Female,34,Married,Life Sciences,1,5714,9,1,2,No,20,4,Travel_Rarely,0,6,5,1,3,2,3,3,1,2
No,Male,35,Single,Technical Degree,4,4323,8,1,1,No,17,3,Travel_Rarely,0,5,4,1,4,3,3,3,2,1
Yes,Female,29,Married,Life Sciences,1,7336,23,1,3,No,13,3,Travel_Rarely,1,11,8,3,10,4,2,1,1,1
No,Female,40,Single,Medical,4,13499,9,9,3,No,17,3,Travel_Frequently,0,18,7,2,13,2,3,3,3,2
Yes,Male,42,Single,Life Sciences,3,13758,12,0,4,Yes,12,3,Travel_Frequently,0,21,9,13,14,3,3,1,2,2
No,Male,42,Single,Marketing,4,5155,4,7,2,No,13,3,Travel_Rarely,0,6,4,1,5,2,3,1,4,4
No,Male,35,Married,Medical,4,2258,1,6,1,No,12,3,Travel_Rarely,1,8,0,1,7,4,2,3,2,3
No,Male,24,Single,Medical,3,3597,24,8,1,No,22,4,Travel_Rarely,0,4,3,1,2,4,3,2,4,3
Yes,Female,28,Married,Life Sciences,1,2515,12,1,1,Yes,11,3,Travel_Rarely,0,1,1,0,0,3,3,4,4,2
No,Male,26,Married,Medical,4,4420,3,1,1,No,22,4,Travel_Rarely,1,8,7,0,7,1,4,4,2,3
No,Male,30,Married,Marketing,3,6578,10,1,2,No,18,3,Travel_Rarely,1,10,3,1,4,3,2,3,1,3
No,Female,40,Married,Medical,2,4422,26,3,2,Yes,13,3,Travel_Frequently,1,1,1,0,0,3,2,4,4,1
No,Male,35,Divorced,Life Sciences,3,10274,2,2,3,No,18,3,Travel_Rarely,1,7,7,6,4,3,2,2,2,4
No,Male,34,Single,Medical,3,5343,1,0,2,No,20,4,Travel_Frequently,0,13,9,4,9,4,2,1,3,3
No,Male,35,Married,Other,4,2376,4,1,1,No,13,3,Travel_Frequently,1,2,2,2,2,4,2,4,2,4
Yes,Female,43,Single,Marketing,3,5346,9,8,2,No,13,3,Travel_Rarely,0,4,3,1,3,1,1,3,2,2
No,Female,32,Divorced,Life Sciences,1,2827,2,1,1,No,12,3,Non-Travel,3,1,0,0,0,3,3,1,3,3
No,Female,56,Divorced,Technical Degree,4,19943,4,4,5,No,13,3,Travel_Rarely,1,5,2,4,2,4,3,1,4,3
No,Female,29,Married,Medical,1,3131,6,1,1,No,13,3,Travel_Rarely,1,10,8,0,8,2,3,4,1,3
No,Male,19,Single,Life Sciences,2,2552,9,1,1,No,25,4,Travel_Rarely,0,1,1,0,0,3,3,1,3,3
No,Female,45,Married,Medical,3,4477,7,4,1,Yes,19,3,Travel_Rarely,1,3,2,0,2,1,3,3,3,2
No,Female,37,Married,Life Sciences,3,6474,1,1,2,No,13,3,Travel_Rarely,1,14,8,3,11,4,2,4,2,2
No,Male,20,Single,Life Sciences,3,3033,3,1,1,No,12,3,Travel_Rarely,0,2,2,1,2,1,2,3,1,2
Yes,Male,44,Single,Life Sciences,4,2936,10,1,1,Yes,11,3,Travel_Rarely,0,6,4,0,2,3,3,3,3,3
No,Female,53,Divorced,Medical,2,18606,7,3,5,No,18,3,Travel_Rarely,1,7,7,4,7,4,3,3,2,3
No,Female,29,Married,Life Sciences,1,2168,15,0,1,Yes,18,3,Travel_Rarely,1,5,4,1,3,2,1,4,1,2
Yes,Male,22,Married,Life Sciences,4,2853,3,0,1,Yes,11,3,Travel_Frequently,1,0,0,0,0,3,2,4,2,3
No,Female,46,Married,Marketing,3,17048,2,8,4,No,23,4,Travel_Rarely,0,26,15,15,9,3,3,1,1,3
No,Male,44,Single,Life Sciences,3,2290,17,2,1,No,13,3,Non-Travel,0,0,0,0,0,4,1,3,4,3
No,Male,33,Married,Human Resources,3,3600,2,1,1,No,13,3,Travel_Rarely,1,5,4,1,4,2,3,3,4,3
Yes,Male,41,Divorced,Life Sciences,2,2107,5,6,1,No,17,3,Non-Travel,1,1,0,0,0,1,2,1,1,1
No,Male,30,Divorced,Life Sciences,4,4115,29,8,2,No,19,3,Travel_Rarely,3,4,3,0,3,3,3,1,3,3
No,Male,40,Married,Medical,4,4327,2,5,2,No,12,3,Travel_Frequently,3,0,0,0,0,2,3,2,4,3
No,Female,50,Married,Medical,3,17856,2,2,4,No,22,4,Travel_Frequently,1,2,2,2,2,4,3,1,3,3
No,Male,28,Married,Medical,4,3196,19,1,1,No,12,3,Travel_Rarely,3,6,5,3,3,4,2,1,3,3
No,Male,46,Married,Life Sciences,2,19081,15,5,5,No,11,3,Travel_Rarely,1,4,2,0,3,4,3,2,1,3
No,Male,35,Married,Life Sciences,4,8966,17,3,2,Yes,15,3,Travel_Rarely,3,7,7,1,7,3,3,1,4,3
Yes,Female,24,Married,Life Sciences,2,2210,17,1,1,No,13,3,Travel_Rarely,1,1,0,0,0,4,3,2,1,1
No,Female,33,Married,Medical,3,4539,25,1,2,No,12,3,Travel_Frequently,1,10,7,0,1,2,3,3,1,2
No,Male,36,Divorced,Life Sciences,4,2741,6,1,1,No,14,3,Travel_Rarely,1,7,7,1,7,3,1,3,3,3
